"Word ID","Word","English Word","Actions","Length","Weight","Strength","Level"
"954","గొట్టంవడియాలు","gottam vadiyalu","","6","13","4","4"
"955","బంతిభోజనం","marriage feast","","5","9","2","2"
"958","పాతాళగరిగె","pathala_garige","","6","10","2","2"
"959","కురిపె","long sickle","","3","6","2","2"
"960","బొంతపురుగు","caterpillar","","5","10","3","3"
"961","గొంగళిపురుగు","caterpillar","","6","12","3","3"
"962","బొచ్చుపురుగు","caterpillar","","5","12","4","4"
"963","మిణుగురుపురుగు","glow worm","","7","14","2","2"
"964","కందగడ్డ","sweet potato","","4","7","3","3"
"965","చిలగడదుంప","sweet potato","","6","9","3","3"
"966","రత్నపురిగడ్డ","sweet potato","","6","12","3","3"
"967","మొగరముగడ్డ","sweet potato","","6","10","3","3"
"968","తెలగదుంప","sweet potato","","5","8","3","3"
"969","గణుసుగడ్డ","sweet potato","","5","9","3","3"
"970","రాచిప్ప","rock bowl","","3","7","3","3"
"971","కుడ్యచిత్రము","mural","","5","12","3","3"
"972","నలికండ్లపాము","newt","","6","12","3","3"
"973","కంప్యూటర్","computer","","4","9","4","4"
"974","హంసపాదము","caret","","5","8","2","2"
"975","కాకిచిప్ప","clam","","4","9","3","3"
"976","నత్తగుల్ల","clam","","4","9","3","3"
"977","కొప్పెర","water boiler","","3","7","4","4"
"978","దేవతాశ్వము","seven headed horse for the gods","","5","10","3","3"
"979","బలపము","slate chalk","","4","5","2","2"
"980","ఖటిక","slate chalk","","3","4","2","2"
"981","శ్వేతజ","slate chalk","","3","6","4","4"
"982","శ్వేతజాతీయులు","white people","","6","13","4","4"
"983","ట్రంకుపెట్టె","small iron box","","4","12","4","4"
"984","సందుక","small iron box","","3","5","2","2"
"985","ఇనుపపెట్టె","small iron box","","5","10","4","4"
"986","నక్షత్రేశుడు","moon","","5","12","4","4"
"987","ప్రేమికులు","lovers","","4","10","4","4"
"988","ప్రేమపక్షులు","love birds","","5","12","4","4"
"989","ప్రేక్షకులు","audience","","4","11","4","4"
"990","పేరుంగరము","signet ring","","5","9","3","3"
"991","ముద్రిక","signet ring","","3","7","4","4"
"992","అడవిపంది","wild hog","","5","8","2","2"
"993","వరాహము","pig","","4","6","2","2"
"994","గుమ్మటము","paper lantern","","4","8","3","3"
"995","విస్తరాకులు","leafy platters","","5","11","3","3"
"996","కొయ్యబొక్కెన","wooden bucket","","5","12","4","4"
"997","కుబుసము","snake skin","","4","7","2","2"
"998","రామములగకాయ","tomato","","7","10","2","2"
"999","తక్కాళిపండు","tomato","","5","11","4","4"
"1000","పల్లెటూరు","village","","4","9","4","4"
"1001","junk1","","","5","5","5","5"
"1002","junk2","","","5","5","5","5"
"1003","love","love","","4","4","4","4"
"1004","Add Words","","","9","9","9","9"
"1005","Add Synonyms","","","12","12","12","12"
"1006","Red roses","Roses","","9","9","9","9"
"1007","Pink roses","Pink Roses","","10","10","10","10"
"1008","Cherry blossoms","Cherry Blossoms","","15","15","15","15"
"1009","Red Tulips","Red Tulips","","10","10","10","10"
"1010","flowers","red roses","","7","7","7","7"
"1011","sarang","love","","6","6","6","6"
"1012","Booble","Kiss","","6","6","6","6"
"1013","chut","first","","4","4","4","4"
"1014","Hana","one","","4","4","4","4"
"1015","dul","two","","3","3","3","3"
"1016","Anyunhasayo","Hello","","11","11","11","11"
"1017","kunbawa","thankyou","","7","7","7","7"
"1018","yobo","honey","","4","4","4","4"
"1019","kawaii","cute","","6","6","6","6"
"1020","mul","water","","3","3","3","3"
"1021","తృణరాజము","Palmyra Palm","","5","8","2","2"
"1022","తాటిచెట్టు","Palmyra Palm","","4","10","4","4"
"1023","శ్రీకృష్ణజన్మస్థానము","jail","","8","20","4","4"
"1024","శ్రీపతి","king","","3","7","4","4"
"1025","శ్రీఖండము","sandalwood","","4","9","4","4"
"1026","శ్రీకృష్ణుడు","lord srikrishna","","4","12","4","4"
"1027","శ్రీకాంతుడు","lord vishnu","","4","11","4","4"
"1028","శ్రీకరణం","pen","","4","8","4","4"
"1029","లేఖిని","pen","","3","6","2","2"
"1030","శ్రీకంఠుడు","lord shiva","","4","10","4","4"
"1031","శ్రీ","goddess lakshmi","","1","4","4","4"
"1032","దేవళము","temple","","4","6","2","2"
"1033","ఆలయము","temple","","4","5","2","2"
"1034","కోవెల","temple","","3","5","2","2"
"1035","గుడి","temple","","2","4","2","2"
"1036","తిరుముత్తము","temple","","5","11","3","3"
"1037","దేవగృహము","temple","","5","8","2","2"
"1038","దేవస్థానము","temple","","5","10","4","4"
"1039","దేవాయతనము","temple","","6","9","2","2"
"1040","దేహరము","temple","","4","6","2","2"
"1041","భద్రశ్రీ","sandalwood","","3","8","4","4"
"1042","భట్టారకుడు","sun","","5","10","4","4"
"1044","కలహము","fight","","4","5","2","2"
"1045","జగడము","fight","","4","5","2","2"
"1046","కయ్యాటము","fight","","4","8","4","4"
"1047","గ్రుద్దులాట","fight","","4","11","4","4"
"1048","దెబ్బలాట","fight","","4","8","3","3"
"1049","పోరాటము","fight","","4","7","2","2"
"1050","లడాయి","fight","","3","5","2","2"
"1051","వాగ్వివాదము","fight","","5","11","4","4"
"1052","సంవాదము","fight","","4","7","2","2"
"1053","సిగపట్లు","fight","","4","8","4","4"
"1054","చంచరీకము","carpentar bee","","5","8","2","2"
"1055","పుష్పకీటము","carpentar bee","","5","10","3","3"
"1056","పుష్పలిహము","carpentar bee","","5","10","3","3"
"1057","బంభరము","carpentar bee","","4","6","2","2"
"1058","బమిపుర్వు","carpentar bee","","4","9","4","4"
"1059","భసలకము","carpentar bee","","5","6","2","2"
"1060","భసలము","carpentar bee","","4","5","2","2"
"1061","భృంగకము","carpentar bee","","4","7","3","3"
"1062","భృంగము","carpentar bee","","3","6","3","3"
"1063","భృంగరాజము","carpentar bee","","5","9","3","3"
"1064","భ్రమణము","carpentar bee","","4","7","3","3"
"1065","భ్రమరకము","carpentar bee","","5","8","3","3"
"1066","భ్రమరము","carpentar bee","","4","7","3","3"
"1067","మధుకరము","carpentar bee","","5","7","2","2"
"1068","మధుపము","carpentar bee","","4","6","2","2"
"1069","మధులిహము","carpentar bee","","5","8","2","2"
"1070","మధువ్రతము","carpentar bee","","5","9","3","3"
"1071","మధుసూదనము","carpentar bee","","6","9","2","2"
"1072","రేణువాసము","carpentar bee","","5","9","2","2"
"1073","షట్చరణము","carpentar bee","","5","8","3","3"
"1074","షడంఘ్రి","carpentar bee","","3","7","4","4"
"1075","సారంగము","carpentar bee","","4","7","2","2"
"1076","దుర్గము","fort","","3","7","3","3"
"1077","ఖిల్లా","fort","","2","6","4","4"
"1078","కిల్లా","fort","","2","6","4","4"
"1079","కోట","fort","","2","3","2","2"
"1080","జలమార్గము","water way","","5","9","3","3"
"1081","వర్గమూలము","square root","","5","9","3","3"
"1082","వర్గసమీకరణము","quadratic equation","","8","12","3","3"
"1083","తామరపుష్పము","lotus flower","","6","11","3","3"
"1084","బాష్పవాయువు","tear gas","","5","11","3","3"
"1085","బాష్పము","tear","","3","7","3","3"
"1086","నిష్పత్తి","ratio","","3","9","4","4"
"1087","జేగంట","gong bell","","3","5","2","2"
"1088","జయఘంట","gong bell","","4","5","2","2"
"1089","అంతరిక్షనౌక","space ship","","6","11","3","3"
"1090","జీలకర్రబెల్లం","cumin and jaggery","","6","13","4","4"
"1092","మోతుబరి","rich farmer","","4","7","2","2"
"1093","భూస్వామి","rich farmer","","3","8","4","4"
"1094","కామందు","rich farmer","","3","6","2","2"
"1095","పెత్తందారు","rich farmer","","4","10","4","4"
"1096","ఉత్సవవిగ్రహము","procession idol","","7","13","3","3"
"1097","చికిత్సకుడు","doctor","","5","11","3","3"
"1098","వైద్యుడు","doctor","","3","8","4","4"
"1099","ఆయుర్వేది","doctor","","4","9","4","4"
"1100","ఓషధీధరుడు","doctor","","6","9","2","2"
"1101","రోగహారి","doctor","","4","7","2","2"
"1102","ఉత్సవము","festival","","4","7","3","3"
"1103","పండుగ","festival","","3","5","2","2"
"1104","సంవత్సరము","year","","5","9","3","3"
"1105","అస్త్రచికిత్స","surgery","","5","13","5","5"
"1106","శస్త్రవైద్యము","surgery","","5","13","5","5"
"1107","మోకరిల్లు","to_kneel","","4","9","4","4"
"1108","ants","ants","","4","4","4","4"
"1109","bears","bears","","5","5","5","5"
"1110","ప్రపంచీకరణ","globalization","","6","10","3","3"
"1112","గోముఖవంకాయలు","cowface_eggplant","","7","12","2","2"
"1113","ముద్రాంగుళీయకము","signet ring","","7","15","5","5"
"1114","నామముద్ర","signet ring","","4","8","3","3"
"1115","ప్రత్యయకారిణి","signet ring","","6","13","3","3"
"1116","సికాయుంగరము","signet ring","","6","11","3","3"
"1117","కసరత్తు","exercise","","4","7","4","4"
"1118","అంకుశధారి","mahout","","5","9","2","2"
"1119","పహరా","gaurding","","3","4","2","2"
"1120","పొద్దుతిరుగుడు","sun flower","","6","14","4","4"
"1121","గాంగేయము","gold","","5","9","3","3"
"1122","అధీశుడు","king","","4","7","2","2"
"1123","అంకగణితము","math","","6","9","2","2"
"1124","అంకతంత్రము","math","","5","10","3","3"
"1125","అంకవిద్య","math","","4","8","3","3"
"1126","గణితశాస్త్రము","math","","6","13","5","5"
"1127","గణితము","math","","4","6","2","2"
"1128","కస్తూరిమళ్లు","checkered saree","","5","12","4","4"
"1129","కూనలమ్మచీర","checkered saree","","6","10","3","3"
"1130","కూనలమ్మ","checkered saree","","4","7","3","3"
"1131","పొప్పలి","checkered saree","","3","7","3","3"
"1132","గళ్ళచీర","checkered saree","","4","7","3","3"
"1133","రాజకస్తూరిక","dry ginger","","6","11","4","4"
"1134","శొంఠి","dry ginger","","2","5","3","3"
"1135","ఎండినఅల్లము","dry ginger","","6","11","3","3"
"1136","ధాన్యరాశి","rice heap","","4","9","3","3"
"1137","అంబారము","rice heap","","4","7","2","2"
"1138","అంబారు","rice heap","","3","6","2","2"
"1139","వడ్లరాశి","rice heap","","4","8","3","3"
"1140","అంటురాయి","magnet","","4","8","2","2"
"1141","కాంతము","magnet","","3","6","3","3"
"1142","కాంతలోహము","magnet","","5","9","3","3"
"1143","కాంతాయసము","magnet","","5","9","3","3"
"1144","మహాలోహము","magnet","","5","8","2","2"
"1145","సూదంటు","magnet","","3","6","2","2"
"1146","అయస్కాంతము","magnet","","5","10","5","5"
"1147","చుంబకము","magnet","","4","7","3","3"
"1148","రోగాంతకుడు","doctor","","5","10","3","3"
"1149","జీవదుడు","doctor","","4","7","2","2"
"1150","జైవాతృకుడు","doctor","","5","10","2","2"
"1151","దోషజ్ఞుడు","doctor","","4","9","4","4"
"1152","ప్రాణదుడు","doctor","","4","9","4","4"
"1153","భిషజుడు","doctor","","4","7","2","2"
"1154","వఠరుడు","doctor","","4","6","2","2"
"1155","అధీయానుడు","student","","5","9","2","2"
"1156","అధ్యాపితుడు","student","","5","11","4","4"
"1157","అధ్యాయి","student","","3","7","4","4"
"1158","అధ్యేత","student","","3","6","4","4"
"1159","అభ్యాసి","student","","3","7","4","4"
"1160","పాటలికుడు","student","","5","9","2","2"
"1161","పాఠకుడు","student","","4","7","2","2"
"1162","పాఠనుడు","student","","4","7","2","2"
"1163","పాఠశాలి","student","","4","7","2","2"
"1164","పాఠి","student","","2","4","2","2"
"1165","పాఠితుడు","student","","4","8","2","2"
"1166","పాఠీనుడు","student","","4","8","2","2"
"1167","పారాయణికుడు","student","","6","11","2","2"
"1168","విద్యానులాపి","student","","5","12","4","4"
"1169","విద్యార్థుడు","student","","4","12","4","4"
"1170","విద్యార్థి","student","","3","10","4","4"
"1171","అంగారపాత్ర","fire pit stove","","5","10","3","3"
"1172","అంగారపాత్రి","fire pit stove","","5","11","4","4"
"1173","అంగారధాని","fire pit stove","","5","9","2","2"
"1174","అంగారధానిక","fire pit stove","","6","10","2","2"
"1175","అంగారధామి","fire pit stove","","5","9","2","2"
"1176","అంగారశకటి","fire pit stove","","6","9","2","2"
"1177","అంగారి","fire pit stove","","3","6","2","2"
"1178","అంగారిక","fire pit stove","","4","7","2","2"
"1179","అంగారిత","fire pit stove","","4","7","2","2"
"1180","అంగారిణి","fire pit stove","","4","8","2","2"
"1181","కప్పర","fire pit stove","","3","5","3","3"
"1182","కమ్మటము","fire pit stove","","4","7","3","3"
"1183","పుష్పకము","fire pit stove","","4","8","3","3"
"1184","బంగల","fire pit stove","","3","4","2","2"
"1185","ముర్ముణి","fire pit stove","","3","8","4","4"
"1186","వయ్యంది","fire pit stove","","3","7","4","4"
"1187","హసంతి","fire pit stove","","3","5","2","2"
"1188","హసవంతిక","fire pit stove","","5","7","2","2"
"1189","హసత్తు","fire pit stove","","3","6","4","4"
"1190","హసని","fire pit stove","","3","4","2","2"
"1191","అడ్డాలబిడ్డ","baby and milk bottle","","5","11","4","4"
"1192","చంటిపాప","baby and milk bottle","","4","7","2","2"
"1193","గాంధారితనము","yelling","","6","11","3","3"
"1194","గయ్యాళితనము","yelling","","6","11","4","4"
"1195","గయ్యాళిగంప","yelling","","5","10","4","4"
"1196","అలోజ","flute","","3","4","2","2"
"1197","తూతకొమ్ము","flute","","4","9","4","4"
"1198","పిల్లగ్రోవి","flute","","4","11","4","4"
"1199","పిల్లగ్రోలు","flute","","4","11","4","4"
"1200","పిల్లనగ్రోలు","flute","","5","12","4","4"
"1201","మురళి","flute","","3","5","2","2"
"1202","వంశము","flute","","3","5","2","2"
"1203","వంశి","flute","","2","4","2","2"
"1204","వాసె","flute","","2","4","2","2"
"1205","వాసెగ్రోలు","flute","","4","10","4","4"
"1206","సానిక","flute","","3","5","2","2"
"1207","స్వరలాసి","flute","","4","8","3","3"
"1208","వాంశికుడు","flutist","","4","9","3","3"
"1209","వేణుధ్ముడు","flutist","","4","10","4","4"
"1210","వేణువాదకుడు","flutist","","6","11","2","2"
"1211","వేణువాదుడు","flutist","","5","10","2","2"
"1212","వైణుకు","flutist","","3","6","2","2"
"1213","సొంటి","ginger","","2","5","3","3"
"1214","కటూత్కట","ginger","","4","7","3","3"
"1215","అల్లం","ginger","","2","5","4","4"
"1216","కుసుంబపువ్వు","SAFFLOWER (Carthamus tinctorius)","","5","12","4","4"
"1218","అంగదట్టము","petticoat","","5","9","3","3"
"1219","గాగరా","petticoat","","3","5","2","2"
"1220","పావడ","petticoat","","3","4","2","2"
"1221","ఆప్రసదీనము","petticoat","","6","10","3","3"
"1222","కుచ్చెల","petticoat","","3","7","4","4"
"1223","గాగర","petticoat","","3","4","2","2"
"1224","తాబందు","petticoat","","3","6","2","2"
"1225","దట్టము","petticoat","","3","6","3","3"
"1226","యోషాంతరీయము","petticoat","","6","11","3","3"
"1227","శాటము.","petticoat","","4","6","2","2"
"1228","గెనుసుగడ్డ","yam","","5","10","3","3"
"1229","మొగురముగడ్డ","yam","","6","11","3","3"
"1230","చిలుకడదుంప","yam","","6","10","3","3"
"1231","మూడుమూళ్లు","nine","","4","10","4","4"
"1232","తొమ్మిది","nine","","3","8","4","4"
"1233","ముమ్మూడు","nine","","3","8","4","4"
"1234","చదువులమూర్తి","saraswathi","","6","12","4","4"
"1235","సరస్వతి","saraswathi","","4","7","3","3"
"1236","అంచతత్తడిచెలియ","saraswathi","","8","14","3","3"
"1237","ఉక్తి","saraswathi","","2","5","4","4"
"1238","కబ్బము","saraswathi","","3","6","3","3"
"1239","ప్రోయాలు","saraswathi","","3","8","4","4"
"1240","గీర్దేవి","saraswathi","","3","8","4","4"
"1241","చదువుతొయ్యలి","saraswathi","","6","12","3","3"
"1242","చదువులజవరాలు","saraswathi","","8","12","2","2"
"1243","చదువులపడతి","saraswathi","","7","10","2","2"
"1244","చదువులమ్మ","saraswathi","","5","9","3","3"
"1245","తెల్లనితల్లి","saraswathi","","5","12","4","4"
"1246","దేవి","saraswathi","","2","4","2","2"
"1247","ధవళాంగి","saraswathi","","4","7","3","3"
"1248","నలువరాణి","saraswathi","","5","8","2","2"
"1249","నుడుగులచెలి","saraswathi","","6","11","2","2"
"1250","నుడువులననబోడి","saraswathi","","8","13","2","2"
"1251","నుడువులపడతుక","saraswathi","","8","12","2","2"
"1252","నొడువుజవ్వని","saraswathi","","6","12","3","3"
"1253","పద్మలాంచన","saraswathi","","5","9","3","3"
"1254","పలుకుకలికి","saraswathi","","6","10","2","2"
"1255","పలుకుజిలుకలకొల్కి","saraswathi","","9","17","4","4"
"1256","పలుకుజెలి","saraswathi","","5","9","2","2"
"1257","పలుకుటెలనాగ","saraswathi","","7","11","2","2"
"1258","పలుకుతొయ్యలి","saraswathi","","6","12","3","3"
"1259","పలుకుపూబోడి","saraswathi","","6","11","2","2"
"1260","పలుకుబోటి","saraswathi","","5","9","2","2"
"1261","పలుకుముద్దరాలు","saraswathi","","7","14","3","3"
"1262","పల్కుజవరాలు","saraswathi","","6","11","4","4"
"1263","పల్కుననబోడి","saraswathi","","6","11","4","4"
"1264","పారాయణి","saraswathi","","4","7","2","2"
"1265","పావకి","saraswathi","","3","5","2","2"
"1266","పూత్కారి","saraswathi","","3","8","4","4"
"1267","పొత్తువు","saraswathi","","3","8","4","4"
"1269","చదువులపడతి","saraswathi","","7","10","2","2"
"1270","బ్రహ్మకన్యక","saraswathi","","5","11","3","3"
"1271","బ్రహ్మసతి","saraswathi","","4","9","3","3"
"1272","బ్రాహ్మి","saraswathi","","2","8","4","4"
"1273","భగవతి","saraswathi","","4","5","2","2"
"1274","భారతి","saraswathi","","3","5","2","2"
"1275","భాష","saraswathi","","2","3","2","2"
"1276","భాషాయోష","saraswathi","","4","7","2","2"
"1277","భాషాలక్ష్మి","saraswathi","","4","11","6","6"
"1278","మాటలబోటి","saraswathi","","5","8","2","2"
"1279","మాటలమిటారి","saraswathi","","6","10","2","2"
"1280","మినుకుగొమ్మ","saraswathi","","5","11","3","3"
"1281","మినుకుచేడియ","saraswathi","","6","11","2","2"
"1282","ముఖనివాసిని","saraswathi","","6","11","2","2"
"1283","మేదావిని","saraswathi","","4","8","2","2"
"1284","లచ్చికోడలు","saraswathi","","5","10","4","4"
"1285","వర్ణమాతృక","saraswathi","","5","9","3","3"
"1286","వాక్కాంత","saraswathi","","3","8","5","5"
"1287","వాక్కుచేడియ","saraswathi","","5","11","4","4"
"1288","వాగీశ్వరి","saraswathi","","4","9","3","3"
"1289","వాగ్దేవి","saraswathi","","3","8","4","4"
"1290","వాగ్భామ","saraswathi","","3","7","4","4"
"1291","వాణి","saraswathi","","2","4","2","2"
"1292","విద్దెలతల్లి","saraswathi","","5","12","4","4"
"1293","విద్యాదేవి","saraswathi","","4","10","4","4"
"1294","వేదాగ్రణి","saraswathi","","4","9","3","3"
"1296","శారద","saraswathi","","3","4","2","2"
"1297","శుక్ల","saraswathi","","2","5","3","3"
"1298","శ్రుతదేవి","saraswathi","","4","9","4","4"
"1299","సనాతని","saraswathi","","4","6","2","2"
"1300","అచ్చనగండ్లు","five stones game","","5","11","4","4"
"1301","అచ్చనగాయలు","five stones game","","6","10","3","3"
"1302","అచ్చనగుండ్లు","five stones game","","5","12","4","4"
"1303","అచ్చనలు","five stones game","","4","7","3","3"
"1304","ఐదురాళ్ళాట","five stones game","","5","10","4","4"
"1305","గచ్చగిల్లలు","five stones game","","5","11","3","3"
"1306","గచ్చకాయలాట","five stones game","","6","10","3","3"
"1307","మరమ్మతు","repair","","4","7","3","3"
"1308","రహదారిచీటి","passport","","6","10","2","2"
"1309","రాధారిచీటీ","passport","","5","10","2","2"
"1310","ప్రయాణపత్రం","passport","","5","11","4","4"
"1311","అక్కజము","surprise","","4","7","3","3"
"1312","అచ్చరువు","surprise","","4","8","3","3"
"1313","అచ్చెరియము","surprise","","5","10","4","4"
"1314","అచ్చెరుపాటు","surprise","","5","11","4","4"
"1315","అచ్చెరువు","surprise","","4","9","4","4"
"1316","అబ్బురపాటు","surprise","","5","10","4","4"
"1317","అబ్బురము","surprise","","4","8","4","4"
"1318","చిత్తరము","surprise","","4","8","3","3"
"1319","చిత్రము","surprise","","3","7","3","3"
"1320","చోద్యము","surprise","","3","7","3","3"
"1321","టంకారము","surprise","","4","7","2","2"
"1322","దిగ్భ్రమము","surprise","","4","10","5","5"
"1323","నివ్వెర","surprise","","3","7","4","4"
"1324","ప్రాతిహార్యము","surprise","","5","13","4","4"
"1325","వింత","surprise","","2","4","3","3"
"1326","విచిత్రము","surprise","","4","9","3","3"
"1327","విసుమానము","surprise","","5","9","2","2"
"1328","విస్మయము","surprise","","4","8","3","3"
"1329","విస్మితి","surprise","","3","8","4","4"
"1330","వీక్ష్యము","surprise","","3","9","5","5"
"1331","వ్యళీకము","surprise","","4","8","3","3"
"1332","సొజ్జెము","surprise","","3","8","4","4"
"1333","సోదెము","surprise","","3","6","2","2"
"1334","సోద్యము","surprise","","3","7","3","3"
"1335","స్మయము.","surprise","","4","7","3","3"
"1336","కోడెదూడ","young bull","","4","7","2","2"
"1337","కారుదూడ","young bull","","4","7","2","2"
"1338","గిత్త","young bull","","2","5","3","3"
"1339","సంకుమూతిగుర్రం","donkey","","6","14","4","4"
"1340","గార్దభము","donkey","","4","8","3","3"
"1341","ఖరము","donkey","","3","4","2","2"
"1342","గాలిగాడు","donkey","","4","8","2","2"
"1343","రభము","donkey","","3","4","2","2"
"1344","గర్దభము","donkey","","4","7","3","3"
"1345","గ్రార్దభము","donkey","","4","10","4","4"
"1346","గ్రామ్యాశ్వము","donkey","","4","13","4","4"
"1347","చక్రీవంతము","donkey","","5","10","4","4"
"1348","చలువగుఱ్ఱము","donkey","","6","11","3","3"
"1349","చిరమేహి","donkey","","4","7","2","2"
"1350","దస్రము","donkey","","3","6","3","3"
"1351","ధూసరము","donkey","","4","6","2","2"
"1352","నిఘృష్వము","donkey","","4","9","3","3"
"1353","బాలేయము","donkey","","4","7","2","2"
"1354","భూరిగమము","donkey","","5","8","2","2"
"1355","రమణము","donkey","","4","5","2","2"
"1356","రాసభము","donkey","","4","6","2","2"
"1357","రేవుగుఱ్ఱము","donkey","","5","11","3","3"
"1358","శంకుకర్ణము","donkey","","5","10","3","3"
"1359","శుద్ధజంఘము","donkey","","5","10","3","3"
"1360","స్మరస్మర్యము","donkey","","5","12","3","3"
"1361","అధివాసము","fragrance","","5","8","2","2"
"1362","ఆమోదము","fragrance","","4","6","2","2"
"1363","కంపు","fragrance","","2","4","2","2"
"1364","క్రొత్తావి","fragrance","","3","10","4","4"
"1365","గంధము","fragrance","","3","5","2","2"
"1366","తావి","fragrance","","2","4","2","2"
"1367","నెత్తావి","fragrance","","3","8","4","4"
"1368","పరివాసము","fragrance","","5","8","2","2"
"1369","పసి","fragrance","","2","3","2","2"
"1370","పిసాళము","fragrance","","4","7","2","2"
"1371","పొలపము","fragrance","","4","6","2","2"
"1372","పొలుపు","fragrance","","3","6","2","2"
"1373","వలపు","fragrance","","3","4","2","2"
"1374","వాడ","fragrance","","2","3","2","2"
"1375","వేదు","fragrance","","2","4","2","2"
"1376","సుగంధము","fragrance","","4","7","2","2"
"1377","సువాసన","fragrance","","4","6","2","2"
"1378","సౌగంధ్యము","fragrance","","4","9","3","3"
"1379","సౌరభము","fragrance","","4","6","2","2"
"1380","సౌరభ్యము","fragrance","","4","8","3","3"
"1381","పరిమళము","fragrance","","5","7","2","2"
"1382","అణువిస్ఫోటనం","nuclear explosion","","6","12","4","4"
"1383","ఆనిగెపుకాయ","some_vegetable","","6","10","2","2"
"1384","గట్టివా","troublesome woman","","3","7","4","4"
"1385","గట్టివాయి","troublesome woman","","4","9","4","4"
"1386","గయాళి","troublesome woman","","3","5","2","2"
"1387","గామిడి","troublesome woman","","3","6","2","2"
"1388","గామిడికత్తె","troublesome woman","","5","11","4","4"
"1389","జంత","troublesome woman","","2","3","2","2"
"1390","జఱభి","troublesome woman","","3","4","2","2"
"1391","దీప్తజిహ్వ","troublesome woman","","4","10","3","3"
"1392","దుర్భగ","troublesome woman","","3","6","3","3"
"1393","పార్ప్ణి","troublesome woman","","2","8","6","6"
"1394","పోకలాడి","troublesome woman","","4","7","2","2"
"1396","రక్కెస","troublesome woman","","3","6","4","4"
"1397","రాయిడికత్తె","troublesome woman","","5","11","4","4"
"1398","గయ్యాళి","troublesome woman","","3","7","4","4"
"1399","అంకగణితమధ్యము","mean","","8","13","3","3"
"1400","సరాసరి","mean","","4","6","2","2"
"1401","సగటు","mean","","3","4","2","2"
"1402","అంకచండాలము","filth","","6","10","2","2"
"1403","అరోచకము","filth","","5","7","2","2"
"1404","అర్తనము","filth","","4","7","3","3"
"1405","అలహ్యము","filth","","4","7","3","3"
"1406","ఏవగింపు","filth","","4","7","3","3"
"1407","ఏవము","filth","","3","4","2","2"
"1408","ఏహ్యము","filth","","3","6","3","3"
"1409","ఒల్లమి","filth","","3","6","3","3"
"1410","ఓకర","filth","","3","3","1","1"
"1411","ఓకరింత","filth","","4","6","3","3"
"1412","కసుమాలము","filth","","5","8","2","2"
"1413","మింకిరి","filth","","3","7","3","3"
"1414","గోరము","filth","","3","5","2","2"
"1415","చీదర","filth","","3","4","2","2"
"1416","జుగుప్స","filth","","3","7","3","3"
"1417","సీదరము","filth","","4","6","2","2"
"1418","సెగ్గింపు","filth","","3","9","5","5"
"1419","అంతరిక్షకేంద్రము","space station","","7","16","3","3"
"1420","అంతరిక్షకేంద్రం","space station","","6","15","4","4"
"1421","రాలుగాయి","menace","","4","8","2","2"
"1422","తుంటరి","menace","","3","6","3","3"
"1423","కొంటెవాడు","menace","","4","9","3","3"
"1424","గడుసువాడు","menace","","5","9","2","2"
"1425","అంతరాయము","interruption","","5","8","2","2"
"1426","విఘ్నము","interruption","","3","7","3","3"
"1429","అడ్డగింత","interruption","","4","8","3","3"
"1430","అడ్డగింపు","interruption","","4","9","3","3"
"1431","అడ్డపాటు","interruption","","4","8","3","3"
"1432","అడ్డము","interruption","","3","6","3","3"
"1433","అడ్డుపాటు","interruption","","4","9","4","4"
"1434","అభ్యంతరము","interruption","","5","9","4","4"
"1435","అఱ్ఱాక","interruption","","3","6","4","4"
"1439","అవరోధము","interruption","","5","7","2","2"
"1440","ఆక","interruption","","2","2","1","1"
"1441","ఎదురుచుక్క","interruption","","5","10","3","3"
"1442","గడము","interruption","","3","4","2","2"
"1443","చుక్కయెదురు","interruption","","5","11","3","3"
"1444","చుక్కవాలు","interruption","","4","9","3","3"
"1445","తడవాటు","interruption","","4","6","2","2"
"1446","నట్టు","interruption","","2","5","4","4"
"1447","నిగృహీతి","interruption","","4","8","2","2"
"1448","నియంత్రణము","interruption","","5","10","3","3"
"1449","నిరోధము","interruption","","4","7","2","2"
"1450","నివారణము","interruption","","5","8","2","2"
"1451","నిషేధము","interruption","","4","7","2","2"
"1452","పరామర్శము","interruption","","5","9","3","3"
"1453","ప్రతిబంధము","interruption","","5","10","3","3"
"1454","ప్రతిహతి","interruption","","4","8","3","3"
"1455","ప్రత్యనీకము","interruption","","5","11","3","3"
"1456","ప్రత్యూహము","interruption","","4","10","4","4"
"1457","పర్యావరోధము","interruption","","6","11","4","4"
"1458","బన్నము","interruption","","3","6","3","3"
"1459","భంగము","interruption","","3","5","2","2"
"1460","భగ్నము","interruption","","3","6","3","3"
"1461","మొక్కరము","interruption","","4","8","3","3"
"1462","వాలాయము","interruption","","4","7","2","2"
"1463","విఘాతము","interruption","","4","7","2","2"
"1464","విచ్ఛేదము","interruption","","4","9","4","4"
"1465","వ్యాఘాతము","interruption","","4","9","4","4"
"1466","ఆటంకము","interruption","","4","6","2","2"
"1467","అనూపము","buffalo","","4","6","2","2"
"1468","అశ్వద్విషత్తు","buffalo","","5","13","4","4"
"1469","అశ్వారి","buffalo","","3","7","4","4"
"1470","ఎనుబోతు","buffalo","","4","7","2","2"
"1471","కక్షము","buffalo","","3","6","3","3"
"1472","కటాదము","buffalo","","4","6","2","2"
"1473","కలుషము","buffalo","","4","6","2","2"
"1474","కాసరము","buffalo","","4","6","2","2"
